time_index,BR_AC_Wind_Onshore_Class1,BR_AC_Wind_Onshore_Class3,BR_AL_Wind_Onshore_Class1,BR_AM_Wind_Onshore_Class3,BR_AP_Wind_Onshore_Class1,BR_AP_Wind_Onshore_Class3,BR_BA_Wind_Onshore_Class0,BR_BA_Wind_Onshore_Class1,BR_BA_Wind_Onshore_Class3,BR_CE_Wind_Onshore_Class0,BR_CE_Wind_Onshore_Class1,BR_CE_Wind_Onshore_Class3,BR_ES_Wind_Onshore_Class1,BR_GO_Wind_Onshore_Class0,BR_GO_Wind_Onshore_Class1,BR_GO_Wind_Onshore_Class2,BR_GO_Wind_Onshore_Class3,BR_MA_Wind_Onshore_Class0,BR_MA_Wind_Onshore_Class1,BR_MA_Wind_Onshore_Class3,BR_MG_Wind_Onshore_Class0,BR_MG_Wind_Onshore_Class1,BR_MG_Wind_Onshore_Class3,BR_MS_Wind_Onshore_Class0,BR_MS_Wind_Onshore_Class1,BR_MS_Wind_Onshore_Class2,BR_MS_Wind_Onshore_Class3,BR_MT_Wind_Onshore_Class0,BR_MT_Wind_Onshore_Class1,BR_MT_Wind_Onshore_Class2,BR_MT_Wind_Onshore_Class3,BR_PA_Wind_Onshore_Class0,BR_PA_Wind_Onshore_Class1,BR_PA_Wind_Onshore_Class2,BR_PA_Wind_Onshore_Class3,BR_PB_Wind_Onshore_Class0,BR_PB_Wind_Onshore_Class1,BR_PB_Wind_Onshore_Class3,BR_PE_Wind_Onshore_Class0,BR_PE_Wind_Onshore_Class1,BR_PI_Wind_Onshore_Class0,BR_PI_Wind_Onshore_Class1,BR_PI_Wind_Onshore_Class3,BR_PR_Wind_Onshore_Class0,BR_PR_Wind_Onshore_Class1,BR_PR_Wind_Onshore_Class3,BR_RJ_Wind_Onshore_Class0,BR_RJ_Wind_Onshore_Class1,BR_RN_Wind_Onshore_Class0,BR_RN_Wind_Onshore_Class1,BR_RO_Wind_Onshore_Class0,BR_RO_Wind_Onshore_Class2,BR_RO_Wind_Onshore_Class3,BR_RR_Wind_Onshore_Class2,BR_RS_Wind_Onshore_Class0,BR_RS_Wind_Onshore_Class1,BR_SC_Wind_Onshore_Class1,BR_SE_Wind_Onshore_Class1,BR_SP_Wind_Onshore_Class0,BR_SP_Wind_Onshore_Class1,BR_TO_Wind_Onshore_Class0,BR_TO_Wind_Onshore_Class1,BR_TO_Wind_Onshore_Class2,BR_TO_Wind_Onshore_Class3
1112,0.001724638,0.000355072,0.071124638,0,0.027681159,0.03937971,0.169025109,0.082237418,0.071342512,0.140700805,0.059332367,0.068877295,0.020666667,0.03048599,0.031864301,0.042483092,0.026455072,0.07256087,0.059531045,0.053171014,0.088433245,0.036840386,0.029681465,0.076465839,0.082968494,0.092967391,0.02353913,0.01926243,0.002137901,0.027739428,0.024432232,0.021513043,0.027198344,0.023643178,0.050269565,0.079892754,0.101727536,0.082028986,0.216886957,0.064584783,0.073193014,0.096822297,0.061084058,0.029286957,0.041108903,0,0.038417391,0,0.041304348,0.174640097,0.00684058,0.002299517,0.005490055,0.045290269,0.10837892,0.056119034,0.031721739,0.050818357,0.004501543,0.00386769,0.024715679,0.023224348,0.024611801,0.03544058
1113,0,0.000304348,0.044223188,0,0.037472464,0.028127536,0.15501554,0.07281502,0.073648309,0.116630596,0.048860386,0.063712077,0.011191304,0.030501449,0.029493759,0.033766184,0.022668841,0.063062681,0.046933333,0.047040239,0.093098492,0.034562512,0.034167506,0.0742147,0.085801638,0.096467391,0.028489855,0.023592196,0.003077031,0.036560684,0.023329391,0.01605942,0.022832298,0.018871764,0.044085346,0.072766667,0.086841546,0.091849275,0.164983437,0.044592029,0.050724786,0.075727536,0.045969855,0.030937286,0.048085714,0,0.023918841,0,0,0.14282657,0.006432464,0.006765217,0.004386207,0.045712629,0.104446201,0.044472657,0.044747826,0.029496618,0.002137447,0.007211594,0.021198946,0.010429758,0.025279089,0.038667826
1114,0,0,0.018450725,0,0.01642029,0.049484058,0.143989942,0.061752833,0.069664251,0.11271562,0.040025845,0.078962319,0.005884058,0.027424799,0.029546525,0.023028019,0.017062681,0.065161957,0.042804272,0.041534868,0.094875717,0.034664541,0.040120519,0.0708294,0.088404789,0.092475362,0.038573913,0.030627871,0.00721827,0.042147603,0.027286647,0.021294203,0.017732505,0.014243078,0.039832206,0.065094203,0.075494203,0.057924638,0.126332091,0.024693478,0.035162839,0.062341137,0.032075942,0.037387615,0.045986335,0,0.01817971,0,0.003855072,0.122556039,0.006823188,0.020160386,0.00393983,0.045894824,0.110945455,0.03961314,0.03833913,0.01133913,0.001143151,0.008687468,0.022076416,0.006766377,0.023761491,0.028251594
1115,0.005646377,0.002333333,0.013681159,0.014353623,0.012394203,0.027744928,0.173193365,0.080532543,0.065756522,0.135772625,0.055127536,0.07123285,0,0.053088889,0.050298846,0.030755556,0.028053986,0.161396377,0.076727079,0.066152089,0.090954392,0.040775652,0.046034783,0.06076646,0.075521109,0.068742029,0.033336232,0.038283166,0.009285903,0.042609736,0.034831459,0.051547826,0.022204555,0.018193703,0.05459839,0.092049275,0.111438164,0.080307246,0.151120083,0.026994928,0.057338387,0.076154292,0.036635942,0.032941765,0.030682816,0,0,0,0.009536232,0.130904348,0.017506087,0.034585507,0.00684058,0.060195445,0.134314625,0.05027285,0.018655072,0.019309179,0.002243478,0.003650128,0.037714888,0.002491594,0.034194824,0.030014493
1116,0.014104348,0.006078261,0.034991304,0.040823188,0.003753623,0.037455072,0.152000419,0.069061397,0.052213527,0.124467633,0.08904686,0.081429952,0.011652174,0.026111111,0.018815853,0.006442512,0.010924275,0.128271377,0.088143097,0.091848593,0.071807513,0.016780483,0.020200458,0.036039752,0.048649149,0.036313043,0.013681159,0.033200669,0.010029513,0.01074411,0.01940599,0.049534783,0.055266253,0.016281659,0.053620773,0.099747826,0.133780676,0.083431884,0.131807453,0.042252174,0.069592419,0.114294314,0.038005217,0.025314361,0.077906418,0,0.012057971,0,0.08693913,0.171401932,0.017833043,0.021410628,0.006096552,0.076427329,0.099878261,0.054466087,0.110086957,0.028635749,0.000124357,0.000584825,0.034635573,0.007018357,0.017581988,0.041253333
1117,0.00284058,0,0.042517391,0.056202899,0.008707246,0.008521739,0.141883848,0.062399473,0.060284541,0.099394525,0.144495652,0.142564251,0.017988406,0.01601868,0.015508311,0.002434783,0.004774275,0.071207246,0.098496415,0.091619778,0.067698314,0.029120773,0.035170709,0.023006004,0.031909137,0.033368841,0.005072464,0.010017837,0.001949056,0.002316016,0.00614485,0.030527536,0.06628323,0.015513843,0.036979227,0.074934783,0.122607246,0.064237681,0.081251346,0.047102899,0.075038722,0.10815563,0.034054493,0.027752569,0.109796273,0,0.036973913,0,0.126411594,0.176832367,0.000730435,0.000135266,0.000398801,0.076989648,0.071306456,0.048171981,0.142915942,0.026270531,0,0.003139642,0.016414229,0.01475285,0.030870807,0.012584928
1118,0.011133333,0,0.054473913,0.025449275,0.012753623,0.019327536,0.109212782,0.064670092,0.065210145,0.086405153,0.190851932,0.163103382,0.024492754,0.024704026,0.023034132,0.002231884,0.01015471,0.031853261,0.095206102,0.062216709,0.052333392,0.025862029,0.035657666,0.031399172,0.04028431,0.03385942,0.014255072,0.013812263,0.001867194,0.002992493,0.002351459,0.0075,0.075819462,0.00755902,0.014509662,0.048892754,0.123054106,0.051408696,0.066697308,0.054100725,0.06771505,0.091668673,0.017808116,0.032289855,0.144971014,0.027362319,0.036973913,0,0.115698551,0.188625604,0,0,0.001932834,0.048824845,0.052417567,0.039988792,0.119797101,0.041641546,0,0.004600853,0.008387879,0.020903575,0.022618012,0.007855652
1119,0.000405797,0.001623188,0.064552174,0.006492754,0,0.003449275,0.071681578,0.059888011,0.048638647,0.078255072,0.193230193,0.149768116,0.024744928,0.025914654,0.021131973,0.003178744,0.015515942,0.017024638,0.067711976,0.027695482,0.036715765,0.015587633,0.024154691,0.045889027,0.048639824,0.037286232,0.023298551,0.024675585,0.002321651,0.003917651,0.001475324,0.001724638,0.066303106,0.002094153,0.01131256,0.030030435,0.103286957,0.022771014,0.055724638,0.045610145,0.065331401,0.067826087,0.016962319,0.04267141,0.152638095,0.038417391,0.041304348,0,0.08693913,0.209957971,0,0.015371981,0.001322339,0.018963975,0.047840843,0.030526377,0.124936232,0.058881159,0,0.006605286,0.008841634,0.0228657,0.008608696,0.019154203
1120,0,0.000507246,0.075075362,0.025831884,0,0,0.043190571,0.054568379,0.032220773,0.078190016,0.176984783,0.125499517,0.021608696,0.016809662,0.017721384,0.002231884,0.012740217,0.00924058,0.045620748,0.011798295,0.02519858,0.007332367,0.00954569,0.05158882,0.055858979,0.038715217,0.028962319,0.026508584,0.001155907,0.003017317,0.001351343,0.004197101,0.047342443,0.001511044,0.008114654,0.02166087,0.095078261,0.008318841,0.050109317,0.044551449,0.054608547,0.053331104,0.005904348,0.047524901,0.101682816,0.056202899,0.038898551,0,0.099565217,0.239714976,0.001298551,0.020421256,0.000544928,0.01924058,0.040876943,0.026371014,0.107292754,0.074761353,0,0.010695311,0.009464032,0.015675362,0.009124224,0.017841159
1121,0,5.07E-05,0.091401449,0.029756522,0,0,0.028471381,0.051950461,0.023057488,0.060797424,0.151284541,0.111039614,0.018730435,0.00526248,0.015416149,0,0.005656522,0.005180072,0.040775286,0.007139301,0.021421828,0.006254686,0.006122349,0.054174741,0.058627347,0.041701449,0.025704348,0.025602899,0.000645586,0.003362913,0.001254184,0.000405797,0.035740787,0.003338331,0.008800483,0.010052174,0.09155314,0,0.048592547,0.045680435,0.046714976,0.041222297,0.003871884,0.034515679,0.106145756,0.056776812,0.029756522,0,0.080881159,0.253294203,0.003773913,0.010071498,0.000615692,0.056524224,0.032821783,0.029077874,0.060507246,0.096005797,9.82E-05,0.016494459,0.014132806,0.009379324,0.006198758,0.018613913
1122,0,0,0.111723188,0.009536232,0.001927536,0,0.022287341,0.057107246,0.022282609,0.054057971,0.152282609,0.09586087,0.019034783,0.001633816,0.010851464,0,0.001586232,0.007355072,0.037707704,0.007858312,0.017330021,0.006996715,0.005824256,0.057191304,0.057942155,0.051354348,0.025463768,0.024059978,0.000858147,0.002804311,0.001414029,0,0.032823188,0.00351984,0.010392271,0.003144928,0.0952,0,0.041478675,0.053944928,0.038555779,0.037220513,0.002602899,0.033919895,0.123091925,0.069976812,0.02697971,0,0.053333333,0.252105797,0.006621449,0.002705314,0.00069925,0.091079089,0.024719368,0.032978164,0.06146087,0.117844444,0.000484338,0.024580392,0.017095652,0.009670338,0.006672671,0.007009855
1123,0,0,0.136365217,0,0.118597101,0,0.023503475,0.072064559,0.023426087,0.054257649,0.169822222,0.10013913,0.040391304,0.000648631,0.007574327,6.76E-05,0.004932971,0.012493841,0.03267521,0.010184484,0.0174126,0.007831111,0.006727689,0.056185714,0.05733598,0.056654348,0.028101449,0.021346488,0.001192798,0.006292531,0.001600309,0.000304348,0.056344513,0.00406077,0.01313591,0.001724638,0.106876812,0,0.039925052,0.071178261,0.032468376,0.038145373,0.010441739,0.063800527,0.100843892,0.151802899,0.029275362,0,0.043228986,0.257717391,0.005169855,0.000811594,0.001807496,0.110596273,0.016916293,0.034184734,0.095176812,0.135827053,0.000899299,0.02794919,0.008723057,0.002176618,0.00325383,0.00768058
1124,0,0,0.198697101,0,0.080243478,0.034568116,0.031427484,0.098348353,0.025181159,0.049770692,0.185270773,0.129039614,0.118368116,0.000383253,0.006951671,0,0.000266304,0.010279348,0.050806102,0.021095311,0.021232298,0.010204058,0.007949352,0.062080331,0.064081285,0.055580435,0.032405797,0.017569008,0.00157242,0.005106355,0.001481894,0,0.051440166,0.003608396,0.013235105,0.00207971,0.142425604,0,0.052541201,0.114057971,0.031822074,0.039071126,0.028075942,0.073159947,0.085624017,0.15942029,0.050446377,0.006086957,0.046597101,0.29213913,0.002353623,0,0.002752424,0.149987578,0.018480808,0.030298744,0.08715942,0.177035749,0.003074895,0.01398977,0.011786561,0,0.006679296,0.000608696
1125,0,0,0.292952174,0,0.116373913,0.098863768,0.047498935,0.170940448,0.029920773,0.038534622,0.196419565,0.061470531,0.270434783,0.000665056,0.00649997,0,0.002819203,0.008973551,0.034462548,0.014991816,0.030140314,0.017983188,0.012769489,0.060531056,0.059870447,0.055363043,0.029823188,0.009722631,0.001572596,0.004364326,0.001554087,0,0.047246377,0.007483858,0.006040097,0.014373913,0.252812077,0,0.07803354,0.238288406,0.026948792,0.022729097,0.01140058,0.030327536,0.070366046,0.061942029,0.203043478,0.028510145,0.076289855,0.317996618,0.003530435,0,0.00366037,0.168201242,0.021690119,0.035612367,0.000608696,0.271745894,0.001630482,0.007143393,0.008052174,0,0.014153623,0
1126,0,0,0.376402899,0,0.126397101,0.1408,0.071650009,0.257491173,0.03767971,0.035211594,0.163921014,0.05222029,0.30304058,0.00157971,0.009933392,0,0.003026449,0.002473913,0.021312891,0.008538107,0.040685951,0.026630725,0.018239817,0.047585714,0.033045117,0.038085507,0.00755942,0.004811148,0.001468423,0.005170123,0.004774802,0.001369565,0.036614493,0.005775312,0.003192915,0.089798551,0.360703865,0.036973913,0.106218634,0.356966667,0.016725827,0.019348941,0.022329275,0.013555204,0.033587578,0.045153623,0.31884058,0.017414493,0.242544928,0.285464734,0,0.005294686,0.001969415,0.147374741,0.026590777,0.054495845,0,0.367740097,0.001587284,0.004138107,0.023497233,0,0.015655694,0
1127,0.039347826,0.000963768,0.455563768,0,0.068828986,0.077437681,0.101794936,0.346427931,0.0618,0.096511433,0.144414734,0.073352657,0.375408696,0.01461256,0.032559125,0.053657971,0.033310507,5.07E-05,0.033436156,0.010700426,0.077119196,0.052853527,0.029087414,0.047578054,0.032402142,0.037348551,0.004362319,0.028712375,0.001730171,0.023840803,0.026150802,0.00815942,0.082371843,0.003893653,0.006385668,0.252411594,0.377506763,0.093252174,0.157853002,0.423925362,0.008186548,0.033735117,0.02766087,0.002899605,0.009757764,0.055055072,0.259344928,0.037455072,0.327188406,0.262988406,0,0.014280193,0.005882259,0.134315528,0.035820993,0.08103343,0,0.40005314,0.000680692,0.009558056,0.05441054,0.02108715,0.012982609,0.046810435
1128,0.028962319,0.003144928,0.47125942,0,0.059721739,0.093252174,0.129308888,0.365419236,0.061856522,0.14573591,0.124285266,0.080204831,0.316011594,0.047500161,0.035404437,0.032347826,0.045085145,0.000202899,0.038545843,0.014257801,0.093213014,0.056104155,0.027343402,0.050098758,0.022398992,0.023452899,0.007086957,0.04524214,0.009590338,0.03031126,0.032430686,0.013908696,0.125224017,0.003753123,0.006422705,0.424634783,0.411539614,0.144185507,0.266985507,0.457628261,0.015612635,0.026371906,0.020995942,0.007452701,0.026623188,0,0.150110145,0.025066667,0.332753623,0.302801932,0.000730435,0.008927536,0.010848776,0.141107246,0.09678173,0.150921739,0.061046377,0.363882126,0.009760262,0.013898721,0.036220817,0.041380097,0.014979296,0.060244058
1129,0.032313043,0.018576812,0.391765217,0,0.070646377,0.112191304,0.153908294,0.333464032,0.047266184,0.170320773,0.105657246,0.073945894,0.233231884,0.066522061,0.035674416,0.025169082,0.041567029,0.001065217,0.036180931,0.013665132,0.107980952,0.05648058,0.027900534,0.071837474,0.033038437,0.033778261,0.035686957,0.059457079,0.026855687,0.046583278,0.039670184,0.022576812,0.16490766,0.004490355,0.012824155,0.34512029,0.392574396,0.363536232,0.322927536,0.386442754,0.043760386,0.050624303,0.012213913,0.030037154,0.042202484,0.001217391,0.184782609,0.01817971,0.303536232,0.310442995,0.023830725,0.006655072,0.028042579,0.129334161,0.161620905,0.216258551,0.082469565,0.29922029,0.016556148,0.002588917,0.021699605,0.053537391,0.01226853,0.051844638
1130,0.036011594,0.032976812,0.313163768,0,0.084707246,0.100266667,0.176557988,0.297457181,0.040084058,0.183418357,0.102937198,0.109563285,0.16262029,0.077766184,0.042165395,0.03192657,0.035594203,0.001894565,0.034823799,0.017815345,0.121072937,0.058780676,0.030088177,0.10280911,0.05457051,0.060889855,0.041208696,0.069204682,0.052743961,0.054723746,0.047860406,0.030192754,0.165046791,0.008325837,0.016066989,0.212021739,0.340995169,0.260544928,0.336094824,0.308006522,0.079743441,0.066849052,0.012729275,0.053167062,0.055441408,0.006086957,0.203043478,0,0.29657971,0.304915459,0.055049275,0.004801932,0.042987306,0.144978054,0.204236978,0.217863575,0.114785507,0.244753623,0.019259093,0.005196931,0.020118577,0.045461256,0.018113665,0.041657971
1131,0.035202899,0.026276812,0.249550725,0,0.080052174,0.058498551,0.192439253,0.254340711,0.045040097,0.16774686,0.093418116,0.085225121,0.109130435,0.058554911,0.040512984,0.037938164,0.029758333,0.006275725,0.033294889,0.027014493,0.122753505,0.0595743,0.034660564,0.121859213,0.078370006,0.08382029,0.0326,0.066625195,0.049297145,0.047977703,0.052596947,0.037144928,0.144867081,0.011296752,0.020771014,0.133704348,0.27467343,0.009130435,0.296317598,0.223566667,0.110200669,0.06413913,0.01426087,0.075225823,0.052879089,0.004463768,0.209130435,0,0.210144928,0.293964251,0.065487536,0.004193237,0.052869765,0.160638509,0.254340272,0.21005913,0.109713043,0.202133333,0.035225619,0.015677749,0.011440843,0.045843865,0.023229193,0.027246377
1132,0.028417391,0.023192754,0.206065217,0,0.064237681,0.057924638,0.190470822,0.210767589,0.047556039,0.121384219,0.102621498,0.038626087,0.065284058,0.036835749,0.036340136,0.06527343,0.024634058,0.02111558,0.036555912,0.032114237,0.118582076,0.057929855,0.040267277,0.134792547,0.098027095,0.107324638,0.048498551,0.061035897,0.037841897,0.046142847,0.04866628,0.038995652,0.108593789,0.014854973,0.022817391,0.066102899,0.232850242,0,0.258931677,0.172697101,0.109735414,0.058449498,0.015055072,0.10061054,0.048347412,0,0.228144928,0,0.160434783,0.289552174,0.060252754,0.02338744,0.055427486,0.143137888,0.297427492,0.191171401,0.071243478,0.173755556,0.057110612,0.05175243,0.009739657,0.047149758,0.023215528,0.024569855
1133,0.042072464,0.033028986,0.165986957,0,0.066246377,0.06595942,0.180110075,0.17343083,0.042188406,0.113883414,0.100379227,0.079132367,0.04657971,0.024969404,0.031501804,0.0804657,0.020811957,0.026728623,0.045233257,0.033335038,0.111324933,0.05433971,0.038519603,0.137019669,0.110011594,0.121946377,0.074863768,0.05326689,0.029515679,0.048668748,0.04369886,0.0457,0.095601656,0.018306647,0.022220129,0.043317391,0.156722705,0.009536232,0.23706294,0.124107246,0.090366407,0.071105909,0.011597681,0.118794203,0.054504762,0,0.213744928,0,0.02124058,0.253900483,0.053667246,0.060481159,0.055725537,0.119617391,0.312735881,0.169732947,0.050988406,0.142922705,0.062868817,0.043510997,0.016177075,0.041826087,0.023753209,0.02649971
1134,0.053336232,0.04767971,0.138684058,0.041785507,0.034431884,0.033124638,0.165630452,0.137172859,0.040078744,0.100795491,0.077924396,0.095540097,0.042026087,0.019550725,0.025529962,0.076583575,0.014836594,0.023053986,0.046783829,0.030068542,0.103692872,0.051974106,0.042664531,0.140910973,0.126391808,0.132484058,0.115843478,0.05140223,0.029964515,0.050856187,0.037178048,0.056857971,0.093398758,0.019965417,0.021238647,0.042466667,0.128501449,0.048521739,0.235675362,0.085919565,0.066397176,0.066368785,0.011831884,0.132433202,0.063152795,0.005072464,0.18884058,0,0.02697971,0.190378261,0.048873043,0.067978744,0.053093253,0.122781781,0.309732104,0.152360193,0.037472464,0.114490821,0.07478317,0.034185507,0.017845059,0.047109179,0.02423706,0.024307246
1135,0.069115942,0.064237681,0.117426087,0.045153623,0.029686957,0.020857971,0.149922263,0.100334387,0.049956522,0.064047665,0.052971498,0.072577778,0.034147826,0.016820612,0.019392487,0.064740097,0.01009529,0.016494565,0.052790847,0.022917306,0.100922331,0.055603671,0.052926316,0.131763147,0.132692124,0.120955797,0.143081159,0.05717146,0.03488643,0.050886511,0.035487227,0.068152174,0.119919669,0.017011494,0.026872464,0.043481159,0.110225604,0.046115942,0.186568944,0.061217391,0.040687477,0.049155853,0.018822029,0.14308722,0.081173913,0.008318841,0.152649275,0,0.033124638,0.158064734,0.062393043,0.049880193,0.053787106,0.129705176,0.310040755,0.142184348,0.040918841,0.102964251,0.066093128,0.026872975,0.009602108,0.053125411,0.018184679,0.025008696
1136,0.081742029,0.069976812,0.100975362,0.009942029,0.066246377,0.010527536,0.126344404,0.075432675,0.057882609,0.053793881,0.040064734,0.059230918,0.017988406,0.015257971,0.015792014,0.050668599,0.005271377,0.016756159,0.060879634,0.021256607,0.098801656,0.058446957,0.059495347,0.125799172,0.137319471,0.105265942,0.12073913,0.06232553,0.042431972,0.048712152,0.031027014,0.059518841,0.12074617,0.015184008,0.033804026,0.106228986,0.11608599,0.065385507,0.137142029,0.059264493,0.021355184,0.033316388,0.025113043,0.15287141,0.098157764,0.005275362,0.110086957,0,0.163478261,0.145750242,0.062715362,0.051004831,0.049202599,0.120665839,0.290204304,0.121565217,0.059191304,0.087414493,0.061022534,0.021452003,0.00688643,0.052163092,0.010067288,0.022866667
1137,0.092869565,0.085871014,0.093169565,0.003043478,0.047052174,0.068828986,0.104621268,0.051457181,0.052246377,0.071755233,0.035676329,0.062303382,0.013933333,0.014035749,0.016382135,0.033031884,0.002689855,0.016043478,0.053277803,0.020796931,0.098214493,0.062108019,0.05812296,0.115721118,0.130757278,0.095926812,0.088628986,0.067793757,0.057842249,0.04815563,0.030678029,0.070572464,0.064019048,0.009949825,0.02948744,0.159833333,0.136343961,0.091849275,0.12772588,0.061188406,0.010295652,0.027528651,0.01077971,0.147223452,0.117601242,0,0.077437681,0.003043478,0.142492754,0.138099034,0.058133333,0.082825121,0.044302649,0.10874617,0.284114888,0.10683942,0.05886087,0.072925604,0.064187564,0.017816198,0.006802635,0.042125604,0.005149896,0.014791884
1138,0.090446377,0.102768116,0.093236232,0.00426087,0.014808696,0.10657971,0.093219836,0.041939394,0.046628502,0.083326892,0.048225121,0.073219324,0.006794203,0.011357488,0.018288554,0.020552657,0.00471087,0.016786957,0.040448513,0.014036488,0.097486779,0.063628986,0.057893516,0.10248323,0.117696156,0.094072464,0.059498551,0.065386845,0.075003074,0.045703307,0.027209507,0.04947971,0.032448861,0.008769015,0.023660548,0.174082609,0.155742512,0.082730435,0.141070807,0.071271739,0.005759049,0.019455518,0.00390087,0.138534387,0.135930435,0,0.052371014,0.002637681,0.086237681,0.129989372,0.086345507,0.12334686,0.043813693,0.101349896,0.277298199,0.097065894,0.049272464,0.062988406,0.064441141,0.017349361,0.006645586,0.028917488,0.003467495,0.014108406
1139,0.086747826,0.08646087,0.089147826,0.010910145,0.003347826,0.028510145,0.088958827,0.041666667,0.035848792,0.081031884,0.080661353,0.081698551,0.010428986,0.00699066,0.038067436,0.02716715,0.006536594,0.069578623,0.033815713,0.025380392,0.097251701,0.074903575,0.060584592,0.089129193,0.085626843,0.092147826,0.039243478,0.083527982,0.096762407,0.040822148,0.03015142,0.069733333,0.045368116,0.01114003,0.025741546,0.13016087,0.19554686,0.038417391,0.106469979,0.103188406,0.021553029,0.022082497,0.009256232,0.104083794,0.138132091,0,0.022771014,0.00426087,0.123026087,0.196862319,0.121503768,0.129545894,0.059442079,0.106234369,0.162325867,0.063009082,0.051028986,0.065721739,0.051851893,0.02475601,0.024298287,0.020516329,0.038795031,0.02650087
1140,0.092391304,0.077597101,0.124862319,0.013588406,0,0.042747826,0.080097154,0.045582082,0.034145894,0.06201095,0.088263768,0.089051208,0.046014493,0.001845733,0.026307483,0.025775845,0.001726812,0.071607246,0.03092479,0.027902643,0.077428571,0.03912657,0.027198474,0.071280124,0.070978954,0.069886957,0.03135942,0.05377971,0.063630918,0.019440357,0.014722783,0.0609,0.064053002,0.01198021,0.027160386,0.091562319,0.242822222,0.03937971,0.0911706,0.112225362,0.018063025,0.019284727,0.009870145,0.110522793,0.094972257,0,0.028510145,0,0.110086957,0.24940628,0.109993043,0.105837681,0.047284958,0.106650104,0.115130083,0.024337778,0.029127536,0.093374879,0.025188032,0.008833078,0.024345718,0.0127343,0.044263768,0.019977391
1141,0.043217391,0.033711594,0.109350725,0.023918841,0,0.046115942,0.069648752,0.035454018,0.033275845,0.058940419,0.08905,0.099862802,0.032704348,0.00092496,0.018768648,0.009572947,0.002100362,0.038022101,0.018889092,0.018053026,0.068939249,0.045137198,0.050668802,0.049010559,0.039052426,0.059921014,0.006278261,0.02634738,0.031153096,0.004340543,0.005381565,0.058081159,0.048467081,0.01606077,0.029118196,0.049684058,0.224601932,0.026597101,0.072974741,0.09752971,0.011032627,0.021324861,0.008430145,0.082558103,0.064433954,0,0.047078261,0,0.100266667,0.24971256,0.047244058,0.039252174,0.017508046,0.086181366,0.124597804,0.027857005,0.031310145,0.084133333,0.015850023,0.003999659,0.013807115,0.006671691,0.045319876,0.011997681
1142,0.034081159,0.031265217,0.107553623,0.017031884,0,0.038417391,0.052035551,0.031966271,0.025927536,0.050474074,0.068641546,0.066973913,0.019327536,0.00254847,0.024241349,0.002096618,0.001883333,0.020439493,0.007017849,0.01378653,0.05400213,0.044163092,0.054942182,0.074991511,0.074647133,0.087565217,0.021814493,0.031222742,0.032004392,0.001819398,0.006267594,0.061594203,0.050213665,0.017341129,0.02646409,0.028692754,0.193951208,0.009536232,0.05850352,0.091499275,0.009099517,0.019023857,0.005846377,0.106957049,0.069835611,0,0.033124638,0.000202899,0.074568116,0.19074686,0.042897391,0.018456039,0.014514343,0.085406211,0.152746069,0.045444638,0.043695652,0.090971014,0.016398317,0.008042967,0.006871146,0.001501449,0.026944099,0.002617391
1143,0.013971014,0.012250725,0.088133333,0.020475362,0,0.069976812,0.034115802,0.032258498,0.020680676,0.044132689,0.048247343,0.033996135,0.015884058,0.003657649,0.020905531,0.003891787,0.000811594,0.01447971,0.005824867,0.008326854,0.028817273,0.027992271,0.032015561,0.130839752,0.140855703,0.124607246,0.08404058,0.046557637,0.030094862,0.002163657,0.008778976,0.070117391,0.037315942,0.022590705,0.024441224,0.01912029,0.129592271,0,0.045329193,0.070341304,0.009533705,0.013758305,0.000405797,0.136860079,0.107592547,0.036011594,0.028892754,0.016649275,0.054481159,0.136258454,0.039884058,0.038823188,0.025337331,0.164347826,0.170448485,0.06598029,0.0722,0.094773913,0.017692193,0.01526445,0.004553887,4.06E-05,0.014289441,0
1144,0.010684058,0.007253623,0.077086957,0,0.059805797,0.066533333,0.023035306,0.034900922,0.017794203,0.040590016,0.046952899,0.017924638,0.010153623,0.004738164,0.014108015,0.005804831,0.00175942,0.015184058,0.003041953,0.003687809,0.01183709,0.011842126,0.010269108,0.169844099,0.166419156,0.143026812,0.121315942,0.052891416,0.026598858,0.004290747,0.007530435,0.060937681,0.038568116,0.015582009,0.016275523,0.006028986,0.088748309,0,0.03337971,0.052835507,0.009899071,0.006191304,0,0.148195257,0.145668737,0.081455072,0.025831884,0.008927536,0.047078261,0.129408696,0.027544348,0.037138164,0.024345827,0.21464265,0.202735002,0.077371981,0.121017391,0.095400966,0.015705283,0.018016709,0.002533333,0,0.01103354,0
1145,0.008753623,0.010446377,0.085865217,0,0.081037681,0.053333333,0.019873651,0.046798419,0.019060386,0.025638003,0.056723188,0.092921739,0.010718841,0.00574847,0.007131145,0.003111111,0.00271087,0.007926812,0.00586148,0.002094118,0.005428217,0.004570242,0.003686651,0.166668323,0.139216257,0.143142029,0.099695652,0.05102252,0.024418797,0.006855593,0.007078725,0.027686957,0.067277019,0.010771014,0.009709662,0.000710145,0.074899517,0,0.035860041,0.055046377,0.013078707,0.004102564,0,0.147334651,0.169008282,0.100266667,0.023153623,0,0.041304348,0.135649275,0.012063768,0.017671498,0.011596202,0.199733333,0.254527361,0.089257971,0.139530435,0.098296618,0.007666199,0.016663598,0.002581818,0.000392271,0.010339959,0
